_id,Property Name,Reported,Tax Parcel,Property Type,Address,Year Built
2377,,Not Compliant,1703661100,RES/COMMERCIAL USE,1208 1212 ADAMS ST,
2378,,Not Compliant,1303445000,RES/COMMERCIAL USE,400 260 MT VERNON ST,
2379,,Not Compliant,1000016000,RES/COMMERCIAL USE,75 ST ALPHONSUS ST,
2380,,Not Compliant,2100470000,RES/COMMERCIAL USE,1035 -1037 COMMONWEALTH AV,
2381,,Not Compliant,1700075000,RES/COMMERCIAL USE,18 ALGONQUIN ST,
2382,,Not Compliant,1401933000,RES/COMMERCIAL USE,2 ABBOT ST,
2383,,Not Compliant,602696002,RES/COMMERCIAL USE,300 SUMMER ST,
2384,,Not Compliant,1000036000,RES/COMMERCIAL USE,49 WORTHINGTON ST,
2385,,Not Compliant,2101532000,RES/COMMERCIAL USE,1302 1298 COMMONWEALTH AV,
2386,,Not Compliant,1002148000,RES/COMMERCIAL USE,    PERKINS ST,
2387,,Not Compliant,304684000,RES/COMMERCIAL USE,8 7 PARK ST,
2388,,Not Compliant,503816000,RES/COMMERCIAL USE,380 374 COMMONWEALTH AV,
2389,,Not Compliant,300042001,RES/COMMERCIAL USE,41 BOWDOIN ST,
2390,,Not Compliant,504231000,RES/COMMERCIAL USE,50 PETERBOROUGH ST,
2391,,Not Compliant,1000012010,RES/COMMERCIAL USE,80 90 100 SMITH ST,
2392,,Not Compliant,401384000,RES/COMMERCIAL USE,8 2 HEMENWAY ST,
2393,,Not Compliant,2102396000,RES/COMMERCIAL USE,1928 1960 BEACON ST,
2394,,Not Compliant,1404715000,RES/COMMERCIAL USE,51 59 DEERING RD,
2395,,Not Compliant,1103654000,RES/COMMERCIAL USE,2 WOODLAWN ST,
2471,,Not Compliant,1808728010,RES/COMMERCIAL USE,11 NOTT ST,
1816,Notre Dame Campus,Reported,1100706000,Residence Hall/Dormitory,17 Highland Park Street,1840
1728,Ames Building,Reported,302885000,Residence Hall/Dormitory,One Court Street,1893
1448,40-48 Buswell Street,Reported,2100235000,Residence Hall/Dormitory,40-48 Buswell Street,1896
180,264-270 Comm Ave,Reported,503192000,Residence Hall/Dormitory,262-270 Comm Ave,1900
1730,150 Tremont St,Reported,304860000,Residence Hall/Dormitory,150 Tremont,1908
1422,Peabody Hall (210 Riverway),Reported,401998000,Residence Hall/Dormitory,210 Riverway,1910
1423,Riverway House (160-162 Riverway),Reported,402000000,Residence Hall/Dormitory,160-162 Riverway,1910
1430,514-522 Park Drive,Reported,2100257000,Residence Hall/Dormitory,514-522 Park Drive,1915
5,80 Boylston St./ The Little Building,Reported,500001001,Residence Hall/Dormitory,80 Boylston Street,1917
1411,91 Bay State Road,Reported,503743000,Residence Hall/Dormitory,91 Bay State Road,1923
1407,610 Beacon Street (30 Bay State Road),Reported,503706000,Residence Hall/Dormitory,610 Beacon Street (30 Bay State Road),1926
1469,512 Beacon Street,Reported,503696000,Residence Hall/Dormitory,512 Beacon Street,1926
1524,McCulloch Hall,Reported,2200530000,Residence Hall/Dormitory,44 Harvard Way,1926
1527,Mellon Hall,Reported,2200530000,Residence Hall/Dormitory,670 Soldiers Field Road,1926
1530,Chase Hall,Reported,2200530000,Residence Hall/Dormitory,34 Harvard Way,1926
1536,Gallatin Hall,Reported,2200530000,Residence Hall/Dormitory,24 Harvard Way,1926
1539,Hamilton Hall,Reported,2200530000,Residence Hall/Dormitory,700 Soldiers Field Road,1926
1546,Morris Hall,Reported,2200530000,Residence Hall/Dormitory,14 Harvard Way,1926
113,Alan Issokson,Reported,1600667000,Residence Hall/Dormitory,1524-1530 Dorchester Ave.,1930
1474,140 Bay State Road,Reported,504003000,Residence Hall/Dormitory,140 Bay State Road,1958
1440,273-277 Babcock Street,Reported,2100402000,Residence Hall/Dormitory,273-277 Babcock Street,1963
1420,700 Commonwealth Avenue,Reported,2100347001,Residence Hall/Dormitory,700 Commonwealth Avenue,1966
1526,Esteves Hall,Reported,2200530000,Residence Hall/Dormitory,45 Harvard Way,1969
1472,722-728 Commonwealth Avenue,Reported,2100322000,Residence Hall/Dormitory,722-728 Commonwealth Avenue,1974
1413,1019 Commonwealth Avenue,Reported,2100468000,Residence Hall/Dormitory,1019 Commonwealth Avenue,1977
1412,575-585 Commonwealth Avenue,Reported,50398300,Residence Hall/Dormitory,575-585 Commonwealth Avenue,1992
184,150 Massachusetts Ave-Multiuse,Reported,401372001,Residence Hall/Dormitory,150 Mass Ave,1993
1543,McArthur Hall,Reported,2200530000,Residence Hall/Dormitory,47A Harvard Way,1999
973,Women's Shelter / Temporary Home,Reported,302644000,Residence Hall/Dormitory,41 New Chardon St,2000
986,INACTIVE BPHC - Wood Mullen Shelter (Combined w Finland),Municipal,801067010,Residence Hall/Dormitory,784 Massachusetts Ave,2000
1039,BPHC - Long Island Campus,Reported,107066000,Residence Hall/Dormitory,1 Long Island Rd,2000
1429,10 Buick Street,Reported,2100401000,Residence Hall/Dormitory,10 Buick Street,2000
952,Miller Hall,Submitted with possible data errors,302803000,Residence Hall/Dormitory,10 Somerset Street,2004
1,Piano Row,Reported,500031000,Residence Hall/Dormitory,144/150 Boylston St,2006
1424,Campus Center and Student Residence (150 Riverway),Reported,402000000,Residence Hall/Dormitory,150 Riverway,2008
1473,33 Harry Agganis Way,Reported,2100401000,Residence Hall/Dormitory,33 Harry Agganis,2008
951,Modern Theater and 10 West Combined,Submitted with possible data errors,304826010,Residence Hall/Dormitory,525 Washington Street - 10 West Street,2010
1519,Tata Hall,Reported,2200530000,Residence Hall/Dormitory,53 Harvard Way,2012
185,160 Mass Ave,Reported,401312000,Residence Hall/Dormitory,160 Mass Ave,2013
7,2 Boylston Place,Reported,304908000,Residence Hall/Dormitory,2 Boylston Place,2016
880,"Italian Home for Children, Inc.",Reported,1902719000,Residential Care Facility,1125 Centre Street,1919
904,Presentation,Reported,2203447000,Residential Care Facility,10 Bellamy St,1974
1761,Hope House II Inc,Reported,800866010,Residential Care Facility,68-80 Hampden St,2009
2415,,Not Compliant,1900520010,ROOMING HOUSE,82 GREEN ST,
228,Regina Cleri,Submitted with possible data errors,300618000,Senior Care Community,60 Wm. Cardinal O'Connell Way,1964
405,Susan Bailis Assisted Living,Reported,402350010,Senior Care Community,352 Mass ave,2003
924,Geraghty Generational Real Estate Trust - 130 Bradlee,Reported,1807892000,Senior Living Community,130 Bradlee Street,1899
615,Benjamin Healthcare Center,Reported,1001342000,Senior Living Community,120 Fisher Avenue,1927
1343,THE BOSTON HOME,Reported,1704417000,Senior Living Community,2061 Dorchester Ave.,1927
759,Ashmont Hill LLC,Reported,1601072000,Senior Living Community,321 Centre Street,1953
1753,Sherrill House,Reported,1001629000,Senior Living Community,135 South Huntington Avenue,1970
1337,Armenian Nursing and Rehabilitation Center,Submitted with possible data errors,1902312000,Senior Living Community,431 Pond Street,1978
974,INACTIVE - 1501 Commonwealth Ave,Municipal,2101830000,Senior Living Community,1501 Commonwealth Ave,2000
